image_name,folder_name,image_id,label,set
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/758.jpg,7,758,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/770.jpg,7,770,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/764.jpg,7,764,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/765.jpg,7,765,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/771.jpg,7,771,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/759.jpg,7,759,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/567.jpg,7,567,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/201.jpg,7,201,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/215.jpg,7,215,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/573.jpg,7,573,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/229.jpg,7,229,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/598.jpg,7,598,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/413.jpg,7,413,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/375.jpg,7,375,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/361.jpg,7,361,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/407.jpg,7,407,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/349.jpg,7,349,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/177.jpg,7,177,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/611.jpg,7,611,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/89.jpg,7,89,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/605.jpg,7,605,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/163.jpg,7,163,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/639.jpg,7,639,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/188.jpg,7,188,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/836.jpg,7,836,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/76.jpg,7,76,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/822.jpg,7,822,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/62.jpg,7,62,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/74.jpg,7,74,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/834.jpg,7,834,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/60.jpg,7,60,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/820.jpg,7,820,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/48.jpg,7,48,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/808.jpg,7,808,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/149.jpg,7,149,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/613.jpg,7,613,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/175.jpg,7,175,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/161.jpg,7,161,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/607.jpg,7,607,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/388.jpg,7,388,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/439.jpg,7,439,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/377.jpg,7,377,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/411.jpg,7,411,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/405.jpg,7,405,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/363.jpg,7,363,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/559.jpg,7,559,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/203.jpg,7,203,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/565.jpg,7,565,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/571.jpg,7,571,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/217.jpg,7,217,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/798.jpg,7,798,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/767.jpg,7,767,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/773.jpg,7,773,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/772.jpg,7,772,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/766.jpg,7,766,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/799.jpg,7,799,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/570.jpg,7,570,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/216.jpg,7,216,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/202.jpg,7,202,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/564.jpg,7,564,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/558.jpg,7,558,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/404.jpg,7,404,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/362.jpg,7,362,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/376.jpg,7,376,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/410.jpg,7,410,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/438.jpg,7,438,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/389.jpg,7,389,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/160.jpg,7,160,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/606.jpg,7,606,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/612.jpg,7,612,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/174.jpg,7,174,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/148.jpg,7,148,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/809.jpg,7,809,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/49.jpg,7,49,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/821.jpg,7,821,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/61.jpg,7,61,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/835.jpg,7,835,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/75.jpg,7,75,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/59.jpg,7,59,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/819.jpg,7,819,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/71.jpg,7,71,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/831.jpg,7,831,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/65.jpg,7,65,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/825.jpg,7,825,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/170.jpg,7,170,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/616.jpg,7,616,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/602.jpg,7,602,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/164.jpg,7,164,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/158.jpg,7,158,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/399.jpg,7,399,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/414.jpg,7,414,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/372.jpg,7,372,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/366.jpg,7,366,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/400.jpg,7,400,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/428.jpg,7,428,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/560.jpg,7,560,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/206.jpg,7,206,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/212.jpg,7,212,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/574.jpg,7,574,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/548.jpg,7,548,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/789.jpg,7,789,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/762.jpg,7,762,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/776.jpg,7,776,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/777.jpg,7,777,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/763.jpg,7,763,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/788.jpg,7,788,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/549.jpg,7,549,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/213.jpg,7,213,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/575.jpg,7,575,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/561.jpg,7,561,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/207.jpg,7,207,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/429.jpg,7,429,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/367.jpg,7,367,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/401.jpg,7,401,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/415.jpg,7,415,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/373.jpg,7,373,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/398.jpg,7,398,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/159.jpg,7,159,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/603.jpg,7,603,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/165.jpg,7,165,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/171.jpg,7,171,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/617.jpg,7,617,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/824.jpg,7,824,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/64.jpg,7,64,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/830.jpg,7,830,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/70.jpg,7,70,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/818.jpg,7,818,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/58.jpg,7,58,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/8.jpg,7,8,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/198.jpg,7,198,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/66.jpg,7,66,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/826.jpg,7,826,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/72.jpg,7,72,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/832.jpg,7,832,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/167.jpg,7,167,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/601.jpg,7,601,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/99.jpg,7,99,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/615.jpg,7,615,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/173.jpg,7,173,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/629.jpg,7,629,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/403.jpg,7,403,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/365.jpg,7,365,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/371.jpg,7,371,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/417.jpg,7,417,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/359.jpg,7,359,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/588.jpg,7,588,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/577.jpg,7,577,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/211.jpg,7,211,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/205.jpg,7,205,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/563.jpg,7,563,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/239.jpg,7,239,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/775.jpg,7,775,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/761.jpg,7,761,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/749.jpg,7,749,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/748.jpg,7,748,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/760.jpg,7,760,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/774.jpg,7,774,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/238.jpg,7,238,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/204.jpg,7,204,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/562.jpg,7,562,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/576.jpg,7,576,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/210.jpg,7,210,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/589.jpg,7,589,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/358.jpg,7,358,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/370.jpg,7,370,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/416.jpg,7,416,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/402.jpg,7,402,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/364.jpg,7,364,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/628.jpg,7,628,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/614.jpg,7,614,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/172.jpg,7,172,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/166.jpg,7,166,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/98.jpg,7,98,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/600.jpg,7,600,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/833.jpg,7,833,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/73.jpg,7,73,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/199.jpg,7,199,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/827.jpg,7,827,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/67.jpg,7,67,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/9.jpg,7,9,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/698.jpg,7,698,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/840.jpg,7,840,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/14.jpg,7,14,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/854.jpg,7,854,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/28.jpg,7,28,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/868.jpg,7,868,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/883.jpg,7,883,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/129.jpg,7,129,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/101.jpg,7,101,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/667.jpg,7,667,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/673.jpg,7,673,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/115.jpg,7,115,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/459.jpg,7,459,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/465.jpg,7,465,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/303.jpg,7,303,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/317.jpg,7,317,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/471.jpg,7,471,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/288.jpg,7,288,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/539.jpg,7,539,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/511.jpg,7,511,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/277.jpg,7,277,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/263.jpg,7,263,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/505.jpg,7,505,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/713.jpg,7,713,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/707.jpg,7,707,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/706.jpg,7,706,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/712.jpg,7,712,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/262.jpg,7,262,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/504.jpg,7,504,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/510.jpg,7,510,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/276.jpg,7,276,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/538.jpg,7,538,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/289.jpg,7,289,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/316.jpg,7,316,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/470.jpg,7,470,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/464.jpg,7,464,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/302.jpg,7,302,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/458.jpg,7,458,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/672.jpg,7,672,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/114.jpg,7,114,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/100.jpg,7,100,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/666.jpg,7,666,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/128.jpg,7,128,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/882.jpg,7,882,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/869.jpg,7,869,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/29.jpg,7,29,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/855.jpg,7,855,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/15.jpg,7,15,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/841.jpg,7,841,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/699.jpg,7,699,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/17.jpg,7,17,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/857.jpg,7,857,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/843.jpg,7,843,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/880.jpg,7,880,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/658.jpg,7,658,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/116.jpg,7,116,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/670.jpg,7,670,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/664.jpg,7,664,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/102.jpg,7,102,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/499.jpg,7,499,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/328.jpg,7,328,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/472.jpg,7,472,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/314.jpg,7,314,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/300.jpg,7,300,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/466.jpg,7,466,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/248.jpg,7,248,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/506.jpg,7,506,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/260.jpg,7,260,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/274.jpg,7,274,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/512.jpg,7,512,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/738.jpg,7,738,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/704.jpg,7,704,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/710.jpg,7,710,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/711.jpg,7,711,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/705.jpg,7,705,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/739.jpg,7,739,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/275.jpg,7,275,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/513.jpg,7,513,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/507.jpg,7,507,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/261.jpg,7,261,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/249.jpg,7,249,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/301.jpg,7,301,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/467.jpg,7,467,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/473.jpg,7,473,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/315.jpg,7,315,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/329.jpg,7,329,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/498.jpg,7,498,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/665.jpg,7,665,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/103.jpg,7,103,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/117.jpg,7,117,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/671.jpg,7,671,7,test
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/659.jpg,7,659,7,train
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/881.jpg,7,881,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/842.jpg,7,842,7,val
/Users/kimhakhyun/Desktop/Git/capstone/Capstone/data/7/856.jpg,7,856,7,train
